what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1522935603252
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1522935604265
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1522935604727
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1522935604822
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1522935608343
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1522936811966
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1522936817815
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1522936827022
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1522936828235
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1522936828571
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1522936835494
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1522936835625
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1522936837862
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1522936837980
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1522936843247
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1522936843362
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1522936847422
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1522936847563
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1522936852542
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1522936852644
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1522936855766
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1522936855877
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1522936861278
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1522936861394
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1522936866422
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1522936866525
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1522936868878
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1522936924358
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1522936926453
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1522936938639
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1522936939870
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1522936942956
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1522936946397
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1522936946509
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1522936950483
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1522936952879
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1522936969181
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1522936971894
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1522936972047
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1522936977205
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1522936977341
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1522937004117
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1522937004251
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1522937057666
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1522937057833
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1522937058001
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1522937058885
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1522937087406
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1522937090743
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1522937093700
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1522937095762
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1522937096554
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1522937097016
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1522937097085
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1522937099884
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1522937113219
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1522937114635
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1522937115896
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1522937119253
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1522937119882
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1522937123804
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1522937123938
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1522937127737
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1522937127784
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1522937132748
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1522937132866
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1522937136044
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1522937136179
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1522937140516
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1522937140634
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1522937143824
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1522937143906
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1522937147257
